"id_original","latitude","longitude","emdcardnumber","time_utc","time_local","response_time_sec","weekend_or_not","geometry","incident_id","dist_to_seg","xdsegid","month","hour_of_day","day","window_of_day","day_of_week","window_id","xd_id","measurement_tstamp","measurement_tstamp_str","speed","average_speed","reference_speed","travel_time_seconds","confidence_score","cvalue","congestion","extreme_congestion","year","segid","roadname","xdgroup","win_id","precip","temp","vis","wind_spd"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","45:00.0","12/12/2019 0:45","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","40:00.0","12/12/2019 0:40","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","35:00.0","12/12/2019 0:35","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","30:00.0","12/12/2019 0:30","50.88","48.0","47.0","25.86","26.0","100.0","0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","25:00.0","12/12/2019 0:25","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","20:00.0","12/12/2019 0:20","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","15:00.0","12/12/2019 0:15","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","10:00.0","12/12/2019 0:10","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","05:00.0","12/12/2019 0:05","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df2275495fad004bd3380e1)","36.29194926","-86.88377923","29B1U","38:20.9","38:20.9","482","0","POINT (-86.88377923 36.29194926)","18695","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","00:00.0","12/12/2019 0:00","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","55:00.0","12/12/2019 5:55","13.0","40.0","47.0","101.22","30.0","14.0","0.723404255","0.675","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","50:00.0","12/12/2019 5:50","30.1","40.0","47.0","43.72","26.0","67.0","0.359574468","0.2475","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","45:00.0","12/12/2019 5:45","40.0","40.0","47.0","32.9","20.0",,"0.14893617","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","40:00.0","12/12/2019 5:40","39.0","39.0","47.0","33.74","20.0",,"0.170212766","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","35:00.0","12/12/2019 5:35","53.0","39.0","47.0","24.83","30.0","99.0","0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","30:00.0","12/12/2019 5:30","53.0","39.0","47.0","24.83","30.0","100.0","0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","25:00.0","12/12/2019 5:25","41.8","40.0","47.0","31.48","22.0","100.0","0.110638298","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","20:00.0","12/12/2019 5:20","40.0","40.0","47.0","32.9","20.0",,"0.14893617","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","15:00.0","12/12/2019 5:15","40.0","40.0","47.0","32.9","20.0",,"0.14893617","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","10:00.0","12/12/2019 5:10","41.0","41.0","47.0","32.09","20.0",,"0.127659574","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","05:00.0","12/12/2019 5:05","41.0","41.0","47.0","32.09","20.0",,"0.127659574","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","00:00.0","12/12/2019 5:00","41.0","41.0","47.0","32.09","20.0",,"0.127659574","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","55:00.0","12/12/2019 4:55","45.0","45.0","47.0","29.24","20.0",,"0.042553191","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","50:00.0","12/12/2019 4:50","45.0","45.0","47.0","29.24","20.0",,"0.042553191","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","45:00.0","12/12/2019 4:45","45.0","45.0","47.0","29.24","20.0",,"0.042553191","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","40:00.0","12/12/2019 4:40","46.0","46.0","47.0","28.6","20.0",,"0.021276596","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","35:00.0","12/12/2019 4:35","46.0","46.0","47.0","28.6","20.0",,"0.021276596","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","30:00.0","12/12/2019 4:30","46.0","46.0","47.0","28.6","20.0",,"0.021276596","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","25:00.0","12/12/2019 4:25","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","20:00.0","12/12/2019 4:20","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","15:00.0","12/12/2019 4:15","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","10:00.0","12/12/2019 4:10","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","05:00.0","12/12/2019 4:05","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","00:00.0","12/12/2019 4:00","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","55:00.0","12/12/2019 3:55","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","50:00.0","12/12/2019 3:50","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","45:00.0","12/12/2019 3:45","49.0","49.0","47.0","26.85","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","40:00.0","12/12/2019 3:40","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","35:00.0","12/12/2019 3:35","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","30:00.0","12/12/2019 3:30","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","25:00.0","12/12/2019 3:25","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","20:00.0","12/12/2019 3:20","55.4","48.0","47.0","23.75","30.0","92.0","0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","15:00.0","12/12/2019 3:15","55.39","48.0","47.0","23.76","30.0","80.0","0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","10:00.0","12/12/2019 3:10","52.27","48.0","47.0","25.17","28.0","59.0","0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
"ObjectId(5df22a1495fad004bd3380e4)","36.29194926","-86.88377923","29B1","50:24.1","50:24.1","0","0","POINT (-86.88377923 36.29194926)","18696","6.169155","450000000","12","5","346","1","Thu","2019.346.1","449623843","05:00.0","12/12/2019 3:05","48.0","48.0","47.0","27.41","20.0",,"0.0","0.0","2019","449623843","CLARKSVILLE PIKE","2858158","2019.346.1","0.0","-1.513333333333333","16.0","1.6466666666666672"
